Year,Gebietseinheit,Kategorie,GeoCode,Value
2015,Göttingen,Wohnungen,K03159,167921.0
2016,Göttingen,Wohnungen,K03159,168571.0
2017,Göttingen,Wohnungen,K03159,169212.0
2018,Göttingen,Wohnungen,K03159,169717.0
2019,Göttingen,Wohnungen,K03159,170293.0
2011,Hannover,Wohnungen,K032,1034559.0
2012,Hannover,Wohnungen,K032,1038699.0
2013,Hannover,Wohnungen,K032,1042426.0
2014,Hannover,Wohnungen,K032,1046610.0
2015,Hannover,Wohnungen,K032,1051405.0
2016,Hannover,Wohnungen,K032,1056102.0
2017,Hannover,Wohnungen,K032,1061060.0
2018,Hannover,Wohnungen,K032,1066464.0
2019,Hannover,Wohnungen,K032,1072081.0
2011,Hannover Region,Wohnungen,K03241,566100.0
2012,Hannover Region,Wohnungen,K03241,568584.0
2013,Hannover Region,Wohnungen,K03241,570555.0
2014,Hannover Region,Wohnungen,K03241,573056.0
2015,Hannover Region,Wohnungen,K03241,575781.0
2016,Hannover Region,Wohnungen,K03241,578422.0
2017,Hannover Region,Wohnungen,K03241,581503.0
2018,Hannover Region,Wohnungen,K03241,584663.0
2019,Hannover Region,Wohnungen,K03241,587932.0
2011,Hannover Landeshauptstadt,Wohnungen,K03241001,282221.0
2012,Hannover Landeshauptstadt,Wohnungen,K03241001,283225.0
2013,Hannover Landeshauptstadt,Wohnungen,K03241001,283889.0
2014,Hannover Landeshauptstadt,Wohnungen,K03241001,284938.0
2015,Hannover Landeshauptstadt,Wohnungen,K03241001,286164.0
2016,Hannover Landeshauptstadt,Wohnungen,K03241001,287064.0
2017,Hannover Landeshauptstadt,Wohnungen,K03241001,288157.0
2018,Hannover Landeshauptstadt,Wohnungen,K03241001,289674.0
2019,Hannover Landeshauptstadt,Wohnungen,K03241001,290960.0
2011,Diepholz,Wohnungen,K03251,91984.0
2012,Diepholz,Wohnungen,K03251,92770.0
2013,Diepholz,Wohnungen,K03251,93429.0
2014,Diepholz,Wohnungen,K03251,94107.0
2015,Diepholz,Wohnungen,K03251,94853.0
2016,Diepholz,Wohnungen,K03251,95627.0
2017,Diepholz,Wohnungen,K03251,96336.0
2018,Diepholz,Wohnungen,K03251,97107.0
2019,Diepholz,Wohnungen,K03251,97919.0
2011,Hameln-Pyrmont,Wohnungen,K03252,76612.0
2012,Hameln-Pyrmont,Wohnungen,K03252,76712.0
2013,Hameln-Pyrmont,Wohnungen,K03252,76934.0
2014,Hameln-Pyrmont,Wohnungen,K03252,77112.0
2015,Hameln-Pyrmont,Wohnungen,K03252,77261.0
2016,Hameln-Pyrmont,Wohnungen,K03252,77355.0
2017,Hameln-Pyrmont,Wohnungen,K03252,77494.0
2018,Hameln-Pyrmont,Wohnungen,K03252,77601.0
2019,Hameln-Pyrmont,Wohnungen,K03252,77764.0
2011,Hildesheim,Wohnungen,K03254,134758.0
2012,Hildesheim,Wohnungen,K03254,135009.0
2013,Hildesheim,Wohnungen,K03254,135399.0
2014,Hildesheim,Wohnungen,K03254,135800.0
2015,Hildesheim,Wohnungen,K03254,136271.0
2016,Hildesheim,Wohnungen,K03254,136750.0
2017,Hildesheim,Wohnungen,K03254,137198.0
2018,Hildesheim,Wohnungen,K03254,137742.0
2019,Hildesheim,Wohnungen,K03254,138277.0
2011,Holzminden,Wohnungen,K03255,36640.0
2012,Holzminden,Wohnungen,K03255,36682.0
2013,Holzminden,Wohnungen,K03255,36692.0
2014,Holzminden,Wohnungen,K03255,36708.0
2015,Holzminden,Wohnungen,K03255,36782.0
2016,Holzminden,Wohnungen,K03255,36841.0
2017,Holzminden,Wohnungen,K03255,36866.0
2018,Holzminden,Wohnungen,K03255,36933.0
2019,Holzminden,Wohnungen,K03255,36985.0
2011,Nienburg (Weser),Wohnungen,K03256,53304.0
2012,Nienburg (Weser),Wohnungen,K03256,53531.0
2013,Nienburg (Weser),Wohnungen,K03256,53777.0
2014,Nienburg (Weser),Wohnungen,K03256,53990.0
2015,Nienburg (Weser),Wohnungen,K03256,54285.0
2016,Nienburg (Weser),Wohnungen,K03256,54674.0
2017,Nienburg (Weser),Wohnungen,K03256,54927.0
2018,Nienburg (Weser),Wohnungen,K03256,55280.0
2019,Nienburg (Weser),Wohnungen,K03256,55663.0
2011,Schaumburg,Wohnungen,K03257,75161.0
2012,Schaumburg,Wohnungen,K03257,75411.0
2013,Schaumburg,Wohnungen,K03257,75640.0
2014,Schaumburg,Wohnungen,K03257,75837.0
2015,Schaumburg,Wohnungen,K03257,76172.0
2016,Schaumburg,Wohnungen,K03257,76433.0
2017,Schaumburg,Wohnungen,K03257,76736.0
2018,Schaumburg,Wohnungen,K03257,77138.0
2019,Schaumburg,Wohnungen,K03257,77541.0
2011,Lüneburg,Wohnungen,K033,772446.0
2012,Lüneburg,Wohnungen,K033,776699.0
2013,Lüneburg,Wohnungen,K033,781844.0
2014,Lüneburg,Wohnungen,K033,787680.0
2015,Lüneburg,Wohnungen,K033,793856.0
2016,Lüneburg,Wohnungen,K033,801486.0
2017,Lüneburg,Wohnungen,K033,808406.0
2018,Lüneburg,Wohnungen,K033,814374.0
2019,Lüneburg,Wohnungen,K033,821002.0
2011,Celle,Wohnungen,K03351,84377.0
2012,Celle,Wohnungen,K03351,84510.0
2013,Celle,Wohnungen,K03351,84839.0
2014,Celle,Wohnungen,K03351,85204.0
2015,Celle,Wohnungen,K03351,85593.0
2016,Celle,Wohnungen,K03351,86112.0
2017,Celle,Wohnungen,K03351,86458.0
2018,Celle,Wohnungen,K03351,87018.0
2019,Celle,Wohnungen,K03351,87567.0
2011,Cuxhaven,Wohnungen,K03352,95806.0
2012,Cuxhaven,Wohnungen,K03352,96422.0
2013,Cuxhaven,Wohnungen,K03352,97042.0
2014,Cuxhaven,Wohnungen,K03352,97872.0
2015,Cuxhaven,Wohnungen,K03352,98466.0
2016,Cuxhaven,Wohnungen,K03352,99342.0
2017,Cuxhaven,Wohnungen,K03352,100077.0
2018,Cuxhaven,Wohnungen,K03352,100648.0
2019,Cuxhaven,Wohnungen,K03352,101458.0
2011,Harburg,Wohnungen,K03353,110407.0
2012,Harburg,Wohnungen,K03353,111391.0
2013,Harburg,Wohnungen,K03353,112494.0
2014,Harburg,Wohnungen,K03353,113629.0
2015,Harburg,Wohnungen,K03353,114697.0
2016,Harburg,Wohnungen,K03353,116227.0
2017,Harburg,Wohnungen,K03353,117295.0
2018,Harburg,Wohnungen,K03353,118144.0
2019,Harburg,Wohnungen,K03353,119447.0
2011,Lüchow-Dannenberg,Wohnungen,K03354,24715.0
2012,Lüchow-Dannenberg,Wohnungen,K03354,24752.0
2013,Lüchow-Dannenberg,Wohnungen,K03354,24803.0
2014,Lüchow-Dannenberg,Wohnungen,K03354,24910.0
2015,Lüchow-Dannenberg,Wohnungen,K03354,24979.0
2016,Lüchow-Dannenberg,Wohnungen,K03354,25146.0
2017,Lüchow-Dannenberg,Wohnungen,K03354,25190.0
2018,Lüchow-Dannenberg,Wohnungen,K03354,25286.0
2019,Lüchow-Dannenberg,Wohnungen,K03354,25411.0
2011,Lüneburg,Wohnungen,K03355,82211.0
2012,Lüneburg,Wohnungen,K03355,82850.0
2013,Lüneburg,Wohnungen,K03355,83537.0
2014,Lüneburg,Wohnungen,K03355,84043.0
2015,Lüneburg,Wohnungen,K03355,84819.0
2016,Lüneburg,Wohnungen,K03355,85616.0
2017,Lüneburg,Wohnungen,K03355,86959.0
2018,Lüneburg,Wohnungen,K03355,87570.0
2019,Lüneburg,Wohnungen,K03355,87730.0
2011,Osterholz,Wohnungen,K03356,48479.0
2012,Osterholz,Wohnungen,K03356,48794.0
2013,Osterholz,Wohnungen,K03356,49030.0
2014,Osterholz,Wohnungen,K03356,49388.0
2015,Osterholz,Wohnungen,K03356,49728.0
2016,Osterholz,Wohnungen,K03356,50076.0
2017,Osterholz,Wohnungen,K03356,50469.0
2018,Osterholz,Wohnungen,K03356,50840.0
2019,Osterholz,Wohnungen,K03356,51400.0
2011,Rotenburg (Wümme),Wohnungen,K03357,69772.0
2012,Rotenburg (Wümme),Wohnungen,K03357,70203.0
2013,Rotenburg (Wümme),Wohnungen,K03357,70597.0
2014,Rotenburg (Wümme),Wohnungen,K03357,71221.0
2015,Rotenburg (Wümme),Wohnungen,K03357,71759.0
2016,Rotenburg (Wümme),Wohnungen,K03357,72471.0
2017,Rotenburg (Wümme),Wohnungen,K03357,73202.0
2018,Rotenburg (Wümme),Wohnungen,K03357,73832.0
2019,Rotenburg (Wümme),Wohnungen,K03357,74552.0
2011,Heidekreis,Wohnungen,K03358,63678.0
2012,Heidekreis,Wohnungen,K03358,63828.0
2013,Heidekreis,Wohnungen,K03358,64044.0
2014,Heidekreis,Wohnungen,K03358,64312.0
2015,Heidekreis,Wohnungen,K03358,64561.0
2016,Heidekreis,Wohnungen,K03358,65032.0
2017,Heidekreis,Wohnungen,K03358,65319.0
2018,Heidekreis,Wohnungen,K03358,65664.0
2019,Heidekreis,Wohnungen,K03358,66021.0
2011,Stade,Wohnungen,K03359,88804.0
2012,Stade,Wohnungen,K03359,89585.0
2013,Stade,Wohnungen,K03359,90411.0
2014,Stade,Wohnungen,K03359,91416.0
2015,Stade,Wohnungen,K03359,92786.0
2016,Stade,Wohnungen,K03359,93993.0
2017,Stade,Wohnungen,K03359,95320.0
2018,Stade,Wohnungen,K03359,96651.0
2019,Stade,Wohnungen,K03359,97721.0
2011,Uelzen,Wohnungen,K03360,45308.0
2012,Uelzen,Wohnungen,K03360,45423.0
2013,Uelzen,Wohnungen,K03360,45571.0
2014,Uelzen,Wohnungen,K03360,45767.0
2015,Uelzen,Wohnungen,K03360,45875.0
2016,Uelzen,Wohnungen,K03360,46290.0
2017,Uelzen,Wohnungen,K03360,46411.0
2018,Uelzen,Wohnungen,K03360,46590.0
2019,Uelzen,Wohnungen,K03360,46853.0
2011,Verden,Wohnungen,K03361,58889.0
2012,Verden,Wohnungen,K03361,58941.0
2013,Verden,Wohnungen,K03361,59476.0
2014,Verden,Wohnungen,K03361,59918.0
2015,Verden,Wohnungen,K03361,60593.0
2016,Verden,Wohnungen,K03361,61181.0
2017,Verden,Wohnungen,K03361,61706.0
2018,Verden,Wohnungen,K03361,62131.0
2019,Verden,Wohnungen,K03361,62842.0
2011,Weser-Ems,Wohnungen,K034,1082999.0
2012,Weser-Ems,Wohnungen,K034,1092356.0
2013,Weser-Ems,Wohnungen,K034,1103438.0
2014,Weser-Ems,Wohnungen,K034,1115520.0
2015,Weser-Ems,Wohnungen,K034,1126612.0
2016,Weser-Ems,Wohnungen,K034,1139414.0
2017,Weser-Ems,Wohnungen,K034,1151761.0
2018,Weser-Ems,Wohnungen,K034,1163685.0
2019,Weser-Ems,Wohnungen,K034,1175414.0
2011,Delmenhorst.Stadt,Wohnungen,K03401,36339.0
2012,Delmenhorst.Stadt,Wohnungen,K03401,36523.0
2013,Delmenhorst.Stadt,Wohnungen,K03401,36660.0
2014,Delmenhorst.Stadt,Wohnungen,K03401,36886.0
2015,Delmenhorst.Stadt,Wohnungen,K03401,37032.0
2016,Delmenhorst.Stadt,Wohnungen,K03401,37222.0
2017,Delmenhorst.Stadt,Wohnungen,K03401,37432.0
2018,Delmenhorst.Stadt,Wohnungen,K03401,37652.0
2019,Delmenhorst.Stadt,Wohnungen,K03401,37863.0
2011,Emden Stadt,Wohnungen,K03402,24420.0
2012,Emden Stadt,Wohnungen,K03402,24521.0
2013,Emden Stadt,Wohnungen,K03402,24619.0
2014,Emden Stadt,Wohnungen,K03402,24915.0
2015,Emden Stadt,Wohnungen,K03402,24987.0
2016,Emden Stadt,Wohnungen,K03402,25115.0
2017,Emden Stadt,Wohnungen,K03402,25338.0
2018,Emden Stadt,Wohnungen,K03402,25404.0
2019,Emden Stadt,Wohnungen,K03402,25428.0
2011,Oldenburg (Oldb) Stadt,Wohnungen,K03403,82769.0
2012,Oldenburg (Oldb) Stadt,Wohnungen,K03403,83810.0
2013,Oldenburg (Oldb) Stadt,Wohnungen,K03403,84918.0
2014,Oldenburg (Oldb) Stadt,Wohnungen,K03403,85646.0
2015,Oldenburg (Oldb) Stadt,Wohnungen,K03403,86710.0
2016,Oldenburg (Oldb) Stadt,Wohnungen,K03403,88040.0
2017,Oldenburg (Oldb) Stadt,Wohnungen,K03403,89325.0
2018,Oldenburg (Oldb) Stadt,Wohnungen,K03403,90505.0
2019,Oldenburg (Oldb) Stadt,Wohnungen,K03403,91386.0
2011,Osnabrück Stadt,Wohnungen,K03404,81143.0
2012,Osnabrück Stadt,Wohnungen,K03404,81456.0
2013,Osnabrück Stadt,Wohnungen,K03404,81857.0
2014,Osnabrück Stadt,Wohnungen,K03404,82222.0
2015,Osnabrück Stadt,Wohnungen,K03404,82730.0
2016,Osnabrück Stadt,Wohnungen,K03404,83417.0
2017,Osnabrück Stadt,Wohnungen,K03404,83839.0
2018,Osnabrück Stadt,Wohnungen,K03404,84414.0
2019,Osnabrück Stadt,Wohnungen,K03404,84594.0
2011,Wilhelmshaven Stadt,Wohnungen,K03405,43630.0
2012,Wilhelmshaven Stadt,Wohnungen,K03405,43694.0
2013,Wilhelmshaven Stadt,Wohnungen,K03405,43722.0
2014,Wilhelmshaven Stadt,Wohnungen,K03405,43846.0
2015,Wilhelmshaven Stadt,Wohnungen,K03405,43902.0
2016,Wilhelmshaven Stadt,Wohnungen,K03405,43988.0
2017,Wilhelmshaven Stadt,Wohnungen,K03405,44059.0
2018,Wilhelmshaven Stadt,Wohnungen,K03405,44154.0
2019,Wilhelmshaven Stadt,Wohnungen,K03405,44240.0
2011,Ammerland,Wohnungen,K03451,52282.0
2012,Ammerland,Wohnungen,K03451,52953.0
2013,Ammerland,Wohnungen,K03451,53842.0
2014,Ammerland,Wohnungen,K03451,54530.0
2015,Ammerland,Wohnungen,K03451,55073.0
2016,Ammerland,Wohnungen,K03451,55839.0
2017,Ammerland,Wohnungen,K03451,56451.0
2018,Ammerland,Wohnungen,K03451,57244.0
2019,Ammerland,Wohnungen,K03451,58334.0
2011,Aurich,Wohnungen,K03452,88857.0
2012,Aurich,Wohnungen,K03452,89512.0
2013,Aurich,Wohnungen,K03452,90460.0
2014,Aurich,Wohnungen,K03452,91255.0
2015,Aurich,Wohnungen,K03452,92058.0
2016,Aurich,Wohnungen,K03452,92849.0
2017,Aurich,Wohnungen,K03452,93616.0
2018,Aurich,Wohnungen,K03452,94189.0
2019,Aurich,Wohnungen,K03452,94911.0
2011,Cloppenburg,Wohnungen,K03453,58224.0
2012,Cloppenburg,Wohnungen,K03453,59094.0
2013,Cloppenburg,Wohnungen,K03453,60114.0
2014,Cloppenburg,Wohnungen,K03453,61313.0
2015,Cloppenburg,Wohnungen,K03453,62203.0
2016,Cloppenburg,Wohnungen,K03453,63520.0
2017,Cloppenburg,Wohnungen,K03453,64800.0
2018,Cloppenburg,Wohnungen,K03453,66095.0
2019,Cloppenburg,Wohnungen,K03453,67228.0
2011,Emsland,Wohnungen,K03454,121302.0
2012,Emsland,Wohnungen,K03454,123048.0
2013,Emsland,Wohnungen,K03454,124957.0
2014,Emsland,Wohnungen,K03454,127358.0
2015,Emsland,Wohnungen,K03454,129302.0
2016,Emsland,Wohnungen,K03454,131403.0
2017,Emsland,Wohnungen,K03454,133618.0
2018,Emsland,Wohnungen,K03454,135390.0
2019,Emsland,Wohnungen,K03454,137434.0
2011,Friesland,Wohnungen,K03455,47429.0
2012,Friesland,Wohnungen,K03455,47705.0
2013,Friesland,Wohnungen,K03455,48049.0
2014,Friesland,Wohnungen,K03455,48570.0
2015,Friesland,Wohnungen,K03455,48959.0
2016,Friesland,Wohnungen,K03455,49490.0
2017,Friesland,Wohnungen,K03455,49970.0
2018,Friesland,Wohnungen,K03455,50546.0
2019,Friesland,Wohnungen,K03455,51013.0
2011,Grafschaft Bentheim,Wohnungen,K03456,54852.0
2012,Grafschaft Bentheim,Wohnungen,K03456,55321.0
2013,Grafschaft Bentheim,Wohnungen,K03456,55993.0
2014,Grafschaft Bentheim,Wohnungen,K03456,56797.0
2015,Grafschaft Bentheim,Wohnungen,K03456,57561.0
2016,Grafschaft Bentheim,Wohnungen,K03456,58120.0
2017,Grafschaft Bentheim,Wohnungen,K03456,58925.0
2018,Grafschaft Bentheim,Wohnungen,K03456,59457.0
2019,Grafschaft Bentheim,Wohnungen,K03456,60004.0
2011,Leer,Wohnungen,K03457,73217.0
2012,Leer,Wohnungen,K03457,73852.0
2013,Leer,Wohnungen,K03457,74681.0
2014,Leer,Wohnungen,K03457,75465.0
2015,Leer,Wohnungen,K03457,76368.0
2016,Leer,Wohnungen,K03457,77223.0
2017,Leer,Wohnungen,K03457,78129.0
2018,Leer,Wohnungen,K03457,78811.0
2019,Leer,Wohnungen,K03457,79560.0
2011,Oldenburg,Wohnungen,K03458,52887.0
2012,Oldenburg,Wohnungen,K03458,53173.0
2013,Oldenburg,Wohnungen,K03458,53465.0
2014,Oldenburg,Wohnungen,K03458,53809.0
2015,Oldenburg,Wohnungen,K03458,54331.0
2016,Oldenburg,Wohnungen,K03458,54801.0
2017,Oldenburg,Wohnungen,K03458,55223.0
2018,Oldenburg,Wohnungen,K03458,55841.0
2019,Oldenburg,Wohnungen,K03458,56385.0
2011,Osnabrück,Wohnungen,K03459,144985.0
2012,Osnabrück,Wohnungen,K03459,145956.0
2013,Osnabrück,Wohnungen,K03459,146901.0
2014,Osnabrück,Wohnungen,K03459,148219.0
2015,Osnabrück,Wohnungen,K03459,149453.0
2016,Osnabrück,Wohnungen,K03459,150731.0
2017,Osnabrück,Wohnungen,K03459,152011.0
2018,Osnabrück,Wohnungen,K03459,153387.0
2019,Osnabrück,Wohnungen,K03459,154799.0
2011,Vechta,Wohnungen,K03460,50125.0
2012,Vechta,Wohnungen,K03460,50890.0
2013,Vechta,Wohnungen,K03460,51957.0
2014,Vechta,Wohnungen,K03460,53024.0
2015,Vechta,Wohnungen,K03460,53806.0
2016,Vechta,Wohnungen,K03460,54984.0
2017,Vechta,Wohnungen,K03460,55904.0
2018,Vechta,Wohnungen,K03460,56971.0
2019,Vechta,Wohnungen,K03460,58069.0
2011,Wesermarsch,Wohnungen,K03461,43171.0
2012,Wesermarsch,Wohnungen,K03461,43287.0
2013,Wesermarsch,Wohnungen,K03461,43455.0
2014,Wesermarsch,Wohnungen,K03461,43595.0
2015,Wesermarsch,Wohnungen,K03461,43717.0
2016,Wesermarsch,Wohnungen,K03461,43901.0
2017,Wesermarsch,Wohnungen,K03461,44059.0
2018,Wesermarsch,Wohnungen,K03461,44316.0
2019,Wesermarsch,Wohnungen,K03461,44515.0
2011,Wittmund,Wohnungen,K03462,27367.0
2012,Wittmund,Wohnungen,K03462,27561.0
2013,Wittmund,Wohnungen,K03462,27788.0
2014,Wittmund,Wohnungen,K03462,28070.0
2015,Wittmund,Wohnungen,K03462,28420.0
2016,Wittmund,Wohnungen,K03462,28771.0
2017,Wittmund,Wohnungen,K03462,29062.0
2018,Wittmund,Wohnungen,K03462,29309.0
2019,Wittmund,Wohnungen,K03462,29651.0
2011,Niedersachsen,Fläche in 100 qm,K030,3753096.0
2012,Niedersachsen,Fläche in 100 qm,K030,3777669.0
2013,Niedersachsen,Fläche in 100 qm,K030,3804485.0
2014,Niedersachsen,Fläche in 100 qm,K030,3833755.0
2015,Niedersachsen,Fläche in 100 qm,K030,3863345.0
2016,Niedersachsen,Fläche in 100 qm,K030,3897007.0
2017,Niedersachsen,Fläche in 100 qm,K030,3928305.0
2018,Niedersachsen,Fläche in 100 qm,K030,3958600.0
2019,Niedersachsen,Fläche in 100 qm,K030,3990262.0
2011,Braunschweig,Fläche in 100 qm,K031,757036.0
2012,Braunschweig,Fläche in 100 qm,K031,759978.0
2013,Braunschweig,Fläche in 100 qm,K031,763206.0
2014,Braunschweig,Fläche in 100 qm,K031,766689.0
2015,Braunschweig,Fläche in 100 qm,K031,770493.0
2016,Braunschweig,Fläche in 100 qm,K031,775265.0
2017,Braunschweig,Fläche in 100 qm,K031,779976.0
2018,Braunschweig,Fläche in 100 qm,K031,784306.0
2019,Braunschweig,Fläche in 100 qm,K031,789034.0
2011,Braunschweig Stadt,Fläche in 100 qm,K03101,107288.0
2012,Braunschweig Stadt,Fläche in 100 qm,K03101,107961.0
2013,Braunschweig Stadt,Fläche in 100 qm,K03101,108407.0
2014,Braunschweig Stadt,Fläche in 100 qm,K03101,108815.0
2015,Braunschweig Stadt,Fläche in 100 qm,K03101,109297.0
2016,Braunschweig Stadt,Fläche in 100 qm,K03101,109801.0
2017,Braunschweig Stadt,Fläche in 100 qm,K03101,110075.0
2018,Braunschweig Stadt,Fläche in 100 qm,K03101,110689.0
2019,Braunschweig Stadt,Fläche in 100 qm,K03101,111225.0
2011,Salzgitter.Stadt,Fläche in 100 qm,K03102,45212.0
2012,Salzgitter.Stadt,Fläche in 100 qm,K03102,45307.0
2013,Salzgitter.Stadt,Fläche in 100 qm,K03102,45447.0
2014,Salzgitter.Stadt,Fläche in 100 qm,K03102,45533.0
2015,Salzgitter.Stadt,Fläche in 100 qm,K03102,45618.0
2016,Salzgitter.Stadt,Fläche in 100 qm,K03102,45727.0
2017,Salzgitter.Stadt,Fläche in 100 qm,K03102,45886.0
2018,Salzgitter.Stadt,Fläche in 100 qm,K03102,45998.0
2019,Salzgitter.Stadt,Fläche in 100 qm,K03102,46123.0
2011,Wolfsburg.Stadt,Fläche in 100 qm,K03103,54677.0
2012,Wolfsburg.Stadt,Fläche in 100 qm,K03103,54868.0
2013,Wolfsburg.Stadt,Fläche in 100 qm,K03103,55156.0
2014,Wolfsburg.Stadt,Fläche in 100 qm,K03103,55518.0
2015,Wolfsburg.Stadt,Fläche in 100 qm,K03103,55827.0
2016,Wolfsburg.Stadt,Fläche in 100 qm,K03103,56638.0
2017,Wolfsburg.Stadt,Fläche in 100 qm,K03103,57165.0
2018,Wolfsburg.Stadt,Fläche in 100 qm,K03103,57425.0
2019,Wolfsburg.Stadt,Fläche in 100 qm,K03103,57766.0
2011,Gifhorn,Fläche in 100 qm,K03151,85789.0
2012,Gifhorn,Fläche in 100 qm,K03151,86374.0
2013,Gifhorn,Fläche in 100 qm,K03151,87208.0
2014,Gifhorn,Fläche in 100 qm,K03151,88162.0
2015,Gifhorn,Fläche in 100 qm,K03151,89102.0
2016,Gifhorn,Fläche in 100 qm,K03151,90076.0
2017,Gifhorn,Fläche in 100 qm,K03151,91340.0
2018,Gifhorn,Fläche in 100 qm,K03151,92359.0
2019,Gifhorn,Fläche in 100 qm,K03151,93380.0
2011,Goslar,Fläche in 100 qm,K03153,69982.0
2012,Goslar,Fläche in 100 qm,K03153,70035.0
2013,Goslar,Fläche in 100 qm,K03153,70128.0
2014,Goslar,Fläche in 100 qm,K03153,70221.0
2015,Goslar,Fläche in 100 qm,K03153,70312.0
2016,Goslar,Fläche in 100 qm,K03153,70459.0
2017,Goslar,Fläche in 100 qm,K03153,70592.0
2018,Goslar,Fläche in 100 qm,K03153,70682.0
2019,Goslar,Fläche in 100 qm,K03153,70878.0
2011,Helmstedt,Fläche in 100 qm,K03154,46196.0
2012,Helmstedt,Fläche in 100 qm,K03154,46266.0
2013,Helmstedt,Fläche in 100 qm,K03154,46389.0
2014,Helmstedt,Fläche in 100 qm,K03154,46647.0
2015,Helmstedt,Fläche in 100 qm,K03154,46843.0
2016,Helmstedt,Fläche in 100 qm,K03154,47182.0
2017,Helmstedt,Fläche in 100 qm,K03154,47501.0
2018,Helmstedt,Fläche in 100 qm,K03154,47901.0
2019,Helmstedt,Fläche in 100 qm,K03154,48251.0
2011,Northeim,Fläche in 100 qm,K03155,69312.0
2012,Northeim,Fläche in 100 qm,K03155,69439.0
2013,Northeim,Fläche in 100 qm,K03155,69539.0
2014,Northeim,Fläche in 100 qm,K03155,69661.0
2015,Northeim,Fläche in 100 qm,K03155,69792.0
2016,Northeim,Fläche in 100 qm,K03155,69973.0
2017,Northeim,Fläche in 100 qm,K03155,70238.0
2018,Northeim,Fläche in 100 qm,K03155,70512.0
2019,Northeim,Fläche in 100 qm,K03155,70767.0
2011,Peine,Fläche in 100 qm,K03157,64176.0
2012,Peine,Fläche in 100 qm,K03157,64560.0
2013,Peine,Fläche in 100 qm,K03157,64963.0
2014,Peine,Fläche in 100 qm,K03157,65377.0
2015,Peine,Fläche in 100 qm,K03157,65991.0
2016,Peine,Fläche in 100 qm,K03157,66635.0
2017,Peine,Fläche in 100 qm,K03157,67457.0
2018,Peine,Fläche in 100 qm,K03157,68092.0
2019,Peine,Fläche in 100 qm,K03157,68980.0
2011,Wolfenbüttel,Fläche in 100 qm,K03158,60672.0
2012,Wolfenbüttel,Fläche in 100 qm,K03158,60920.0
2013,Wolfenbüttel,Fläche in 100 qm,K03158,61161.0
2014,Wolfenbüttel,Fläche in 100 qm,K03158,61429.0
2015,Wolfenbüttel,Fläche in 100 qm,K03158,61842.0
2016,Wolfenbüttel,Fläche in 100 qm,K03158,62163.0
2017,Wolfenbüttel,Fläche in 100 qm,K03158,62440.0
2018,Wolfenbüttel,Fläche in 100 qm,K03158,62741.0
2019,Wolfenbüttel,Fläche in 100 qm,K03158,63108.0
2011,Göttingen,Fläche in 100 qm,K03159,153731.0
2012,Göttingen,Fläche in 100 qm,K03159,154247.0
2013,Göttingen,Fläche in 100 qm,K03159,154808.0
2014,Göttingen,Fläche in 100 qm,K03159,155325.0
2015,Göttingen,Fläche in 100 qm,K03159,155869.0
2016,Göttingen,Fläche in 100 qm,K03159,156611.0
2017,Göttingen,Fläche in 100 qm,K03159,157284.0
2018,Göttingen,Fläche in 100 qm,K03159,157907.0
2019,Göttingen,Fläche in 100 qm,K03159,158557.0
2011,Hannover,Fläche in 100 qm,K032,994682.0
2012,Hannover,Fläche in 100 qm,K032,999847.0
2013,Hannover,Fläche in 100 qm,K032,1004418.0
2014,Hannover,Fläche in 100 qm,K032,1009354.0
2015,Hannover,Fläche in 100 qm,K032,1015140.0
2016,Hannover,Fläche in 100 qm,K032,1020780.0
2017,Hannover,Fläche in 100 qm,K032,1026458.0
2018,Hannover,Fläche in 100 qm,K032,1032248.0
2019,Hannover,Fläche in 100 qm,K032,1038320.0
2011,Hannover Region,Fläche in 100 qm,K03241,501734.0
2012,Hannover Region,Fläche in 100 qm,K03241,504926.0
2013,Hannover Region,Fläche in 100 qm,K03241,507362.0
2014,Hannover Region,Fläche in 100 qm,K03241,510257.0
2015,Hannover Region,Fläche in 100 qm,K03241,513556.0
2016,Hannover Region,Fläche in 100 qm,K03241,516634.0
2017,Hannover Region,Fläche in 100 qm,K03241,519932.0
2018,Hannover Region,Fläche in 100 qm,K03241,523016.0
2019,Hannover Region,Fläche in 100 qm,K03241,526319.0
2011,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,215860.0
2012,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,217159.0
2013,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,217958.0
2014,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,218960.0
2015,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,220349.0
2016,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,221312.0
2017,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,222347.0
2018,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,223418.0
2019,Hannover Landeshauptstadt,Fläche in 100 qm,K03241001,224565.0
2011,Diepholz,Fläche in 100 qm,K03251,106420.0
2012,Diepholz,Fläche in 100 qm,K03251,107251.0
2013,Diepholz,Fläche in 100 qm,K03251,108062.0
2014,Diepholz,Fläche in 100 qm,K03251,108895.0
2015,Diepholz,Fläche in 100 qm,K03251,109788.0
2016,Diepholz,Fläche in 100 qm,K03251,110712.0
2017,Diepholz,Fläche in 100 qm,K03251,111555.0
2018,Diepholz,Fläche in 100 qm,K03251,112440.0
