Year,Gebietseinheit,Aufenthaltstitel,GeoCode,Value
2019,Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,80
2019,Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,780
2019,Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,135
2019,Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,50
2019,Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,50
2019,Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,65
2019,Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,35
2019,Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,30
2019,Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,115
2019,Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,35
2019,Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,115
2019,Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,50
2019,Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,80
2019,Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,20
2019,Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,25
2019,Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,55
2019,Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,60
2019,Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,10
2019,Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
2019,Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,940
2019,Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3670
2018,Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,55
2018,Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,80
2018,Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,65
2018,Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,80
2018,Göttingen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03159,50
2018,Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,25
2018,Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,125
2018,Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,95
2018,Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,20
2018,Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,65
2018,Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,660
2018,Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,760
2018,Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,395
2018,Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,120
2018,Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,125
2018,Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,115
2018,Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,15
2018,Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,55
2018,Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,95
2018,Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1285
2018,Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,160
2018,Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,110
2018,Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,50
2018,Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,35
2018,Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,65
2018,Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,35
2018,Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,95
2018,Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,105
2018,Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,55
2018,Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,20
2018,Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,80
2018,Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,815
2018,Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,135
2018,Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,60
2018,Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,55
2018,Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,65
2018,Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,55
2018,Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,40
2018,Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,135
2018,Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,35
2018,Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,95
2018,Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,45
2018,Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,75
2018,Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,20
2018,Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,25
2018,Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,55
2018,Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,55
2018,Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
2018,Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
2018,Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,955
2018,Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3715
2017,Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,50
2017,Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,75
2017,Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,75
2017,Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,85
2017,Göttingen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03159,45
2017,Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,20
2017,Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,120
2017,Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,90
2017,Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,10
2017,Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,60
2017,Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,635
2017,Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,725
2017,Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,360
2017,Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,135
2017,Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,115
2017,Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,125
2017,Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,15
2017,Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,65
2017,Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,90
2017,Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1270
2017,Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,165
2017,Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,105
2017,Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,60
2017,Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,25
2017,Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,60
2017,Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,25
2017,Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,80
2017,Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,140
2017,Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,45
2017,Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,35
2017,Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,85
2017,Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,820
2017,Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,135
2017,Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,65
2017,Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,50
2017,Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,60
2017,Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,50
2017,Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,40
2017,Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,150
2017,Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,40
2017,Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,95
2017,Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,45
2017,Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,50
2017,Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,30
2017,Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,30
2017,Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,55
2017,Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,45
2017,Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
2017,Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
2017,Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,950
2017,Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3670
2016,Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,65
2016,Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,80
2016,Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,85
2016,Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,75
2016,Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,20
2016,Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,135
2016,Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,85
2016,Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,10
2016,Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,65
2016,Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,665
2016,Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,705
2016,Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,355
2016,Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,125
2016,Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,125
2016,Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,115
2016,Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,15
2016,Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,65
2016,Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,80
2016,Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1230
2016,Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,160
2016,Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,120
2016,Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,75
2016,Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,20
2016,Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,65
2016,Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,15
2016,Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,70
2016,Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,165
2016,Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,45
2016,Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,20
2016,Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,85
2016,Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,840
2016,Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,145
2016,Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,70
2016,Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,60
2016,Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,50
2016,Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,55
2016,Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,30
2016,Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,150
2016,Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,40
2016,Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,90
2016,Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,45
2016,Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,55
2016,Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,30
2016,Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,35
2016,Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,50
2016,Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,30
2016,Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
2016,Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
2016,Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,945
2016,Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3680
2015,Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,51
2015,Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,70
2015,Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,77
2015,Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,80
2015,Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,42
2015,Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,19
2015,Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,133
2015,Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,81
2015,Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,9
2015,Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,620
2015,Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,705
2015,Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,332
2015,Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,125
2015,Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,115
2015,Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,120
2015,Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,19
2015,Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,61
2015,Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,78
2015,Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1223
2015,Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,150
2015,Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,120
2015,Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,85
2015,Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,16
2015,Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,72
2015,Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,14
2015,Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,86
2015,Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,97
2015,Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,45
2015,Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,24
2015,Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,103
2015,Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,812
2015,Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,146
2015,Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,45
2015,Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,50
2015,Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,53
2015,Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,52
2015,Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,34
2015,Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,165
2015,Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,52
2015,Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,97
2015,Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,57
2015,Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,52
2015,Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,27
2015,Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,32
2015,Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,59
2015,Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,31
2015,Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
2015,Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,4
2015,Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,961
2015,Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3616
