Year,Gebietseinheit,Aufenthaltstitel,GeoCode,Value
2018,Rotenburg (Wümme),Geflüchtete und geduldete Personen insgesamt,K03357,2900
2018,Heidekreis,Geflüchtete und geduldete Personen insgesamt,K03358,2560
2018,Stade,Geflüchtete und geduldete Personen insgesamt,K03359,4690
2018,Uelzen,Geflüchtete und geduldete Personen insgesamt,K03360,1505
2018,Verden,Geflüchtete und geduldete Personen insgesamt,K03361,3385
2018,Statistische Region Lüneburg,Geflüchtete und geduldete Personen insgesamt,K033,34425
2018,Delmenhorst.Stadt,Geflüchtete und geduldete Personen insgesamt,K03401,3325
2018,Emden Stadt,Geflüchtete und geduldete Personen insgesamt,K03402,1410
2018,Oldenburg (Oldb) Stadt,Geflüchtete und geduldete Personen insgesamt,K03403,5600
2018,Osnabrück Stadt,Geflüchtete und geduldete Personen insgesamt,K03404,5130
2018,Wilhelmshaven Stadt,Geflüchtete und geduldete Personen insgesamt,K03405,3070
2018,Ammerland,Geflüchtete und geduldete Personen insgesamt,K03451,2595
2018,Aurich,Geflüchtete und geduldete Personen insgesamt,K03452,3555
2018,Cloppenburg,Geflüchtete und geduldete Personen insgesamt,K03453,3500
2018,Emsland,Geflüchtete und geduldete Personen insgesamt,K03454,6240
2018,Friesland,Geflüchtete und geduldete Personen insgesamt,K03455,1935
2018,Grafschaft Bentheim,Geflüchtete und geduldete Personen insgesamt,K03456,2445
2018,Leer,Geflüchtete und geduldete Personen insgesamt,K03457,3325
2018,Oldenburg,Geflüchtete und geduldete Personen insgesamt,K03458,2830
2018,Osnabrück,Geflüchtete und geduldete Personen insgesamt,K03459,4700
2018,Vechta,Geflüchtete und geduldete Personen insgesamt,K03460,3930
2018,Wesermarsch,Geflüchtete und geduldete Personen insgesamt,K03461,1555
2018,Wittmund,Geflüchtete und geduldete Personen insgesamt,K03462,810
2018,Statistische Region Weser-Ems,Geflüchtete und geduldete Personen insgesamt,K034,55960
2018,Niedersachsen,Geflüchtete und geduldete Personen insgesamt,K030,190140
2017,Braunschweig Stadt,Geflüchtete und geduldete Personen insgesamt,K03101,3310
2017,Salzgitter Stadt,Geflüchtete und geduldete Personen insgesamt,K03102,4505
2017,Wolfsburg Stadt,Geflüchtete und geduldete Personen insgesamt,K03103,3170
2017,Gifhorn,Geflüchtete und geduldete Personen insgesamt,K03151,2485
2017,Göttingen,Geflüchtete und geduldete Personen insgesamt,K03159,3145
2017,Goslar,Geflüchtete und geduldete Personen insgesamt,K03153,1665
2017,Helmstedt,Geflüchtete und geduldete Personen insgesamt,K03154,2590
2017,Northeim,Geflüchtete und geduldete Personen insgesamt,K03155,2890
2017,Peine,Geflüchtete und geduldete Personen insgesamt,K03157,2235
2017,Wolfenbüttel,Geflüchtete und geduldete Personen insgesamt,K03158,6365
2017,Statistische Region Braunschweig,Geflüchtete und geduldete Personen insgesamt,K031,32360
2017,Hannover Region,Geflüchtete und geduldete Personen insgesamt,K03241,35880
2017,Hannover Landeshauptstadt,Geflüchtete und geduldete Personen insgesamt,K03241001,17180
2017,Diepholz,Geflüchtete und geduldete Personen insgesamt,K03251,4660
2017,Hameln-Pyrmont,Geflüchtete und geduldete Personen insgesamt,K03252,4230
2017,Hildesheim,Geflüchtete und geduldete Personen insgesamt,K03254,6095
2017,Holzminden,Geflüchtete und geduldete Personen insgesamt,K03255,1405
2017,Nienburg (Weser),Geflüchtete und geduldete Personen insgesamt,K03256,3360
2017,Schaumburg,Geflüchtete und geduldete Personen insgesamt,K03257,3970
2017,Statistische Region Hannover,Geflüchtete und geduldete Personen insgesamt,K032,59600
2017,Celle,Geflüchtete und geduldete Personen insgesamt,K03351,4630
2017,Cuxhaven,Geflüchtete und geduldete Personen insgesamt,K03352,3735
2017,Harburg,Geflüchtete und geduldete Personen insgesamt,K03353,3855
2017,Lüchow-Dannenberg,Geflüchtete und geduldete Personen insgesamt,K03354,640
2017,Lüneburg,Geflüchtete und geduldete Personen insgesamt,K03355,4050
2017,Osterholz,Geflüchtete und geduldete Personen insgesamt,K03356,2085
2017,Rotenburg (Wümme),Geflüchtete und geduldete Personen insgesamt,K03357,2890
2017,Heidekreis,Geflüchtete und geduldete Personen insgesamt,K03358,2440
2017,Stade,Geflüchtete und geduldete Personen insgesamt,K03359,4430
2017,Uelzen,Geflüchtete und geduldete Personen insgesamt,K03360,1505
2017,Verden,Geflüchtete und geduldete Personen insgesamt,K03361,3330
2017,Statistische Region Lüneburg,Geflüchtete und geduldete Personen insgesamt,K033,33590
2017,Delmenhorst.Stadt,Geflüchtete und geduldete Personen insgesamt,K03401,3195
2017,Emden Stadt,Geflüchtete und geduldete Personen insgesamt,K03402,1315
2017,Oldenburg (Oldb) Stadt,Geflüchtete und geduldete Personen insgesamt,K03403,4970
2017,Osnabrück Stadt,Geflüchtete und geduldete Personen insgesamt,K03404,4795
2017,Wilhelmshaven Stadt,Geflüchtete und geduldete Personen insgesamt,K03405,2680
2017,Ammerland,Geflüchtete und geduldete Personen insgesamt,K03451,2385
2017,Aurich,Geflüchtete und geduldete Personen insgesamt,K03452,3500
2017,Cloppenburg,Geflüchtete und geduldete Personen insgesamt,K03453,3530
2017,Emsland,Geflüchtete und geduldete Personen insgesamt,K03454,6330
2017,Friesland,Geflüchtete und geduldete Personen insgesamt,K03455,1890
2017,Grafschaft Bentheim,Geflüchtete und geduldete Personen insgesamt,K03456,2220
2017,Leer,Geflüchtete und geduldete Personen insgesamt,K03457,2980
2017,Oldenburg,Geflüchtete und geduldete Personen insgesamt,K03458,2905
2017,Osnabrück,Geflüchtete und geduldete Personen insgesamt,K03459,4675
2017,Vechta,Geflüchtete und geduldete Personen insgesamt,K03460,3730
2017,Wesermarsch,Geflüchtete und geduldete Personen insgesamt,K03461,1540
2017,Wittmund,Geflüchtete und geduldete Personen insgesamt,K03462,825
2017,Statistische Region Weser-Ems,Geflüchtete und geduldete Personen insgesamt,K034,53460
2017,Niedersachsen,Geflüchtete und geduldete Personen insgesamt,K030,179010
2016,Braunschweig Stadt,Geflüchtete und geduldete Personen insgesamt,K03101,3240
2016,Salzgitter Stadt,Geflüchtete und geduldete Personen insgesamt,K03102,3695
2016,Wolfsburg Stadt,Geflüchtete und geduldete Personen insgesamt,K03103,2970
2016,Gifhorn,Geflüchtete und geduldete Personen insgesamt,K03151,2255
2016,Goslar,Geflüchtete und geduldete Personen insgesamt,K03153,1745
2016,Helmstedt,Geflüchtete und geduldete Personen insgesamt,K03154,2510
2016,Northeim,Geflüchtete und geduldete Personen insgesamt,K03155,2770
2016,Peine,Geflüchtete und geduldete Personen insgesamt,K03157,2285
2016,Wolfenbüttel,Geflüchtete und geduldete Personen insgesamt,K03158,6145
2016,Statistische Region Braunschweig,Geflüchtete und geduldete Personen insgesamt,K031,30490
2016,Hannover Region,Geflüchtete und geduldete Personen insgesamt,K03241,33230
2016,Hannover Landeshauptstadt,Geflüchtete und geduldete Personen insgesamt,K03241001,15835
2016,Diepholz,Geflüchtete und geduldete Personen insgesamt,K03251,4375
2016,Hameln-Pyrmont,Geflüchtete und geduldete Personen insgesamt,K03252,3910
2016,Hildesheim,Geflüchtete und geduldete Personen insgesamt,K03254,5785
2016,Holzminden,Geflüchtete und geduldete Personen insgesamt,K03255,1415
2016,Nienburg (Weser),Geflüchtete und geduldete Personen insgesamt,K03256,3075
2016,Schaumburg,Geflüchtete und geduldete Personen insgesamt,K03257,3345
2016,Statistische Region Hannover,Geflüchtete und geduldete Personen insgesamt,K032,55140
2016,Celle,Geflüchtete und geduldete Personen insgesamt,K03351,3995
2016,Cuxhaven,Geflüchtete und geduldete Personen insgesamt,K03352,3760
2016,Harburg,Geflüchtete und geduldete Personen insgesamt,K03353,3970
2016,Lüchow-Dannenberg,Geflüchtete und geduldete Personen insgesamt,K03354,705
2016,Lüneburg,Geflüchtete und geduldete Personen insgesamt,K03355,3920
2016,Osterholz,Geflüchtete und geduldete Personen insgesamt,K03356,1985
2016,Rotenburg (Wümme),Geflüchtete und geduldete Personen insgesamt,K03357,2740
2016,Heidekreis,Geflüchtete und geduldete Personen insgesamt,K03358,2655
2016,Stade,Geflüchtete und geduldete Personen insgesamt,K03359,3870
2016,Uelzen,Geflüchtete und geduldete Personen insgesamt,K03360,1445
2016,Verden,Geflüchtete und geduldete Personen insgesamt,K03361,3090
2016,Statistische Region Lüneburg,Geflüchtete und geduldete Personen insgesamt,K033,32125
2016,Delmenhorst.Stadt,Geflüchtete und geduldete Personen insgesamt,K03401,2615
2016,Emden Stadt,Geflüchtete und geduldete Personen insgesamt,K03402,1215
2016,Oldenburg (Oldb) Stadt,Geflüchtete und geduldete Personen insgesamt,K03403,4355
2016,Osnabrück Stadt,Geflüchtete und geduldete Personen insgesamt,K03404,4025
2016,Wilhelmshaven Stadt,Geflüchtete und geduldete Personen insgesamt,K03405,1935
2016,Ammerland,Geflüchtete und geduldete Personen insgesamt,K03451,2240
2016,Aurich,Geflüchtete und geduldete Personen insgesamt,K03452,3565
2016,Cloppenburg,Geflüchtete und geduldete Personen insgesamt,K03453,3460
2016,Emsland,Geflüchtete und geduldete Personen insgesamt,K03454,5890
2016,Friesland,Geflüchtete und geduldete Personen insgesamt,K03455,1540
2016,Grafschaft Bentheim,Geflüchtete und geduldete Personen insgesamt,K03456,2345
2016,Leer,Geflüchtete und geduldete Personen insgesamt,K03457,2835
2016,Oldenburg,Geflüchtete und geduldete Personen insgesamt,K03458,3005
2016,Osnabrück,Geflüchtete und geduldete Personen insgesamt,K03459,4215
2016,Vechta,Geflüchtete und geduldete Personen insgesamt,K03460,3425
2016,Wesermarsch,Geflüchtete und geduldete Personen insgesamt,K03461,1585
2016,Wittmund,Geflüchtete und geduldete Personen insgesamt,K03462,870
2016,Statistische Region Weser-Ems,Geflüchtete und geduldete Personen insgesamt,K034,49110
2016,Niedersachsen,Geflüchtete und geduldete Personen insgesamt,K030,166865
2015,Braunschweig Stadt,Geflüchtete und geduldete Personen insgesamt,K03101,2796
2015,Salzgitter Stadt,Geflüchtete und geduldete Personen insgesamt,K03102,1753
2015,Wolfsburg Stadt,Geflüchtete und geduldete Personen insgesamt,K03103,2158
2015,Gifhorn,Geflüchtete und geduldete Personen insgesamt,K03151,1403
2015,Goslar,Geflüchtete und geduldete Personen insgesamt,K03153,1561
2015,Helmstedt,Geflüchtete und geduldete Personen insgesamt,K03154,980
2015,Northeim,Geflüchtete und geduldete Personen insgesamt,K03155,1843
2015,Peine,Geflüchtete und geduldete Personen insgesamt,K03157,2034
2015,Wolfenbüttel,Geflüchtete und geduldete Personen insgesamt,K03158,1378
2015,Statistische Region Braunschweig,Geflüchtete und geduldete Personen insgesamt,K031,20028
2015,Hannover Region,Geflüchtete und geduldete Personen insgesamt,K03241,25306
2015,Hannover Landeshauptstadt,Geflüchtete und geduldete Personen insgesamt,K03241001,13515
2015,Diepholz,Geflüchtete und geduldete Personen insgesamt,K03251,2474
2015,Hameln-Pyrmont,Geflüchtete und geduldete Personen insgesamt,K03252,2475
2015,Hildesheim,Geflüchtete und geduldete Personen insgesamt,K03254,3733
2015,Holzminden,Geflüchtete und geduldete Personen insgesamt,K03255,743
2015,Nienburg (Weser),Geflüchtete und geduldete Personen insgesamt,K03256,1479
2015,Schaumburg,Geflüchtete und geduldete Personen insgesamt,K03257,1754
2015,Statistische Region Hannover,Geflüchtete und geduldete Personen insgesamt,K032,37964
2015,Celle,Geflüchtete und geduldete Personen insgesamt,K03351,2457
2015,Cuxhaven,Geflüchtete und geduldete Personen insgesamt,K03352,1975
2015,Harburg,Geflüchtete und geduldete Personen insgesamt,K03353,2557
2015,Lüchow-Dannenberg,Geflüchtete und geduldete Personen insgesamt,K03354,563
2015,Lüneburg,Geflüchtete und geduldete Personen insgesamt,K03355,2433
2015,Osterholz,Geflüchtete und geduldete Personen insgesamt,K03356,1302
2015,Rotenburg (Wümme),Geflüchtete und geduldete Personen insgesamt,K03357,1594
2015,Heidekreis,Geflüchtete und geduldete Personen insgesamt,K03358,1957
2015,Stade,Geflüchtete und geduldete Personen insgesamt,K03359,2078
2015,Uelzen,Geflüchtete und geduldete Personen insgesamt,K03360,932
2015,Verden,Geflüchtete und geduldete Personen insgesamt,K03361,1694
2015,Statistische Region Lüneburg,Geflüchtete und geduldete Personen insgesamt,K033,19542
2015,Delmenhorst.Stadt,Geflüchtete und geduldete Personen insgesamt,K03401,1497
2015,Emden Stadt,Geflüchtete und geduldete Personen insgesamt,K03402,631
2015,Oldenburg (Oldb) Stadt,Geflüchtete und geduldete Personen insgesamt,K03403,2934
2015,Osnabrück Stadt,Geflüchtete und geduldete Personen insgesamt,K03404,2503
2015,Wilhelmshaven Stadt,Geflüchtete und geduldete Personen insgesamt,K03405,1118
2015,Ammerland,Geflüchtete und geduldete Personen insgesamt,K03451,1297
2015,Aurich,Geflüchtete und geduldete Personen insgesamt,K03452,2380
2015,Cloppenburg,Geflüchtete und geduldete Personen insgesamt,K03453,1812
2015,Emsland,Geflüchtete und geduldete Personen insgesamt,K03454,3180
2015,Friesland,Geflüchtete und geduldete Personen insgesamt,K03455,942
2015,Grafschaft Bentheim,Geflüchtete und geduldete Personen insgesamt,K03456,1400
2015,Leer,Geflüchtete und geduldete Personen insgesamt,K03457,1464
2015,Oldenburg,Geflüchtete und geduldete Personen insgesamt,K03458,1705
2015,Osnabrück,Geflüchtete und geduldete Personen insgesamt,K03459,2093
2015,Vechta,Geflüchtete und geduldete Personen insgesamt,K03460,1942
2015,Wesermarsch,Geflüchtete und geduldete Personen insgesamt,K03461,935
2015,Wittmund,Geflüchtete und geduldete Personen insgesamt,K03462,522
2015,Statistische Region Weser-Ems,Geflüchtete und geduldete Personen insgesamt,K034,28355
2015,Niedersachsen,Geflüchtete und geduldete Personen insgesamt,K030,105889
